Year,Player,Team,CapHit,CashSpent
"2,019",Myles Gaskin,Dolphins,"509,895","575,226"
"2,019",Senorise Perry,Bills,"508,235","508,235"
"2,019",Alec Ingold,Raiders,"498,333","505,000"
"2,019",Patrick Laird,Dolphins,"498,000","504,000"
"2,019",Reggie Bonnafon,Panthers,"495,000","495,000"
"2,019",Dare Ogunbowale,Buccaneers,"495,000","495,000"
"2,019",Devine Ozigbo,Jaguars,"495,000","495,000"
"2,019",D'ernest Johnson,Browns,"495,000","495,000"
"2,019",Buck Allen,Giants,"417,353","520,882"
"2,019",Mike Davis,Panthers,"411,765","411,765"
"2,019",Rodney Anderson,Bengals,"409,960","505,840"
"2,019",Boston Scott,Eagles,"402,353","402,353"
"2,019",Devante Mays,Jaguars,"393,000","393,000"
"2,019",Adam Choice,Seahawks,"378,600","379,800"
"2,019",Taj McGowan,Jaguars,"378,000","378,000"
"2,019",De'Lance Turner,Dolphins,"268,235","268,235"
"2,019",Josh Adams,Jets,"268,235","268,235"
"2,019",Ryan Nall,Bears,"232,941","232,941"
"2,019",Bo Scarbrough,Lions,"203,824","203,824"
"2,019",Kerrith Whyte,Steelers,"203,824","203,824"
"2,019",Spencer Ware,Chiefs,"189,412","189,412"
"2,019",Khalfani Muhammad,Broncos,"170,000","170,000"
"2,019",Tyler Ervin,Packers,"169,412","169,412"
"2,019",Jalin Moore,Jets,"138,833","144,500"
"2,019",Karan Higdon,Texans,"136,000","136,000"
"2,019",Mike Weber,Cowboys,"136,000","136,000"
"2,019",Taquan Mizzell,Saints,"136,000","136,000"
"2,019",Elijah Holyfield,Panthers,"136,000","136,000"
"2,019",Jordan Chunn,Cowboys,"120,000","120,000"
"2,019",Rod Smith,Raiders,"113,824","142,059"
"2,019",Josh Ferguson,Washington,"113,824","113,824"
"2,019",Justin Davis,Cardinals,"96,000","96,000"
"2,019",Chad Kanoff,Buccaneers,"96,000","96,000"
"2,019",Jon Hilliman,Giants,"88,000","88,000"
"2,019",Damarea Crockett,Packers,"88,000","88,000"
"2,019",Aca'Cedric Ware,Buccaneers,"88,000","88,000"
"2,019",James Butler,Raiders,"88,000","88,000"
"2,019",De'Angelo Henderson,Eagles,"88,000","88,000"
"2,019",Wes Hills,Lions,"87,353","87,353"
"2,019",Kenneth Dixon,Jets,"75,882","75,882"
"2,019",Byron Marshall,Ravens,"64,000","64,000"
"2,019",Craig Reynolds,Falcons,"56,000","56,000"
"2,019",Darius Jackson,Colts,"56,000","56,000"
"2,019",Ralph Webb,Steelers,"48,000","48,000"
"2,019",Elijah McGuire,Chiefs,"40,000","40,000"
"2,019",Jeremy McNichols,Jaguars,"37,941","37,941"
"2,019",Samaje Perine,Dolphins,"37,941","37,941"
"2,019",Marshawn Lynch,Seahawks,"37,941","60,588"
"2,019",Robert Turbin,Seahawks,"37,941","47,353"
"2,019",John Kelly,Rams,"33,529","33,529"
"2,019",Paul Perkins,Jaguars,"32,000","32,000"
"2,019",Derrick Gore,Washington,"24,000","24,000"
"2,019",Tony Brooks-James,Vikings,"24,000","24,000"
"2,019",Xavier Turner,Seahawks,"24,000","24,000"
"2,019",Dalyn Dawkins,Titans,"8,000","8,000"
"2,019",Shaun Wilson,Titans,"8,000","8,000"
"2,019",Christian Wade,Bills,0,"136,000"
"2,018",LeSean McCoy,Bills,"8,950,000","6,325,000"
"2,018",Todd Gurley,Rams,"7,228,306","21,950,000"
"2,018",Ezekiel Elliott,Cowboys,"6,806,274","2,718,758"
"2,018",Lamar Miller,Texans,"6,750,000","5,703,125"
"2,018",Leonard Fournette,Jaguars,"6,070,706","1,599,182"
"2,018",Jerick McKinnon,49ers,"6,000,000","11,750,000"
"2,018",Saquon Barkley,Giants,"5,671,773","21,247,092"
"2,018",Mark Ingram,Saints,"5,303,824","3,558,824"
"2,018",Latavius Murray,Vikings,"5,200,000","4,000,000"
"2,018",David Johnson,Cardinals,"5,041,843","13,882,500"
"2,018",Devonta Freeman,Falcons,"5,000,000","2,000,000"
"2,018",Bilal Powell,Jets,"4,883,334","4,000,000"
"2,018",Marshawn Lynch,Raiders,"4,453,125","4,031,250"
"2,018",Dion Lewis,Titans,"4,312,500","6,000,000"
"2,018",Giovani Bernard,Bengals,"4,250,000","3,450,000"
"2,018",Theo Riddick,Lions,"4,137,500","3,162,500"
"2,018",Jonathan Stewart,Giants,"3,925,000","3,125,000"
"2,018",Christian McCaffrey,Panthers,"3,918,478","1,248,696"
"2,018",Duke Johnson,Browns,"3,894,523","5,967,000"
"2,018",Melvin Gordon,Chargers,"3,394,924","1,889,967"
"2,018",Chris Thompson,Washington,"3,152,250","2,152,250"
"2,018",Corey Grant,Jaguars,"2,914,000","2,914,000"
"2,018",James White,Patriots,"2,500,000","2,000,000"
"2,018",Chris Ivory,Bills,"2,468,750","3,156,250"
"2,018",Rex Burkhead,Patriots,"2,312,500","4,250,000"
"2,018",Isaiah Crowell,Jets,"2,000,000","4,000,000"
"2,018",LeGarrette Blount,Lions,"2,000,000","2,000,000"
"2,018",Rashaad Penny,Seahawks,"1,957,352","6,389,408"
"2,018",Jay Ajayi,Eagles,"1,907,000","1,907,000"
"2,018",T.J. Yeldon,Jaguars,"1,881,656","1,241,424"
"2,018",Sony Michel,Patriots,"1,750,308","5,561,232"
"2,018",Damien Williams,Chiefs,"1,733,333","2,800,000"
"2,018",Jacquizz Rodgers,Buccaneers,"1,600,000","1,600,000"
"2,018",Doug Martin,Raiders,"1,475,000","1,475,000"
"2,018",Derrick Henry,Titans,"1,474,890","941,630"
"2,018",Dalvin Cook,Vikings,"1,443,934","753,787"
"2,018",Darren Sproles,Eagles,"1,433,750","1,415,000"
"2,018",Nick Chubb,Browns,"1,342,381","4,791,905"
"2,018",Jeremy Hill,Patriots,"1,331,250","1,218,750"
"2,018",Ronald Jones II,Buccaneers,"1,285,805","3,703,220"
"2,018",Joe Mixon,Bengals,"1,238,673","712,735"
"2,018",Mike Davis,Seahawks,"1,237,500","1,350,000"
"2,018",Carlos Hyde,Jaguars,"1,220,588","1,195,588"
"2,018",Kerryon Johnson,Lions,"1,182,490","3,289,960"
"2,018",Fozzy Whittaker,Panthers,"1,150,000","1,150,000"
"2,018",Spencer Ware,Chiefs,"1,108,334","1,750,000"
"2,018",Frank Gore,Dolphins,"1,105,000","1,105,000"
"2,018",Benny Cunningham,Bears,"1,037,500","1,050,000"
"2,018",Tevin Coleman,Falcons,"977,939","791,628"
"2,018",Kenyan Drake,Dolphins,"910,315","705,000"
"2,018",Alvin Kamara,Saints,"878,193","635,000"
"2,018",Brandon Bolden,Dolphins,"850,000","850,000"
"2,018",C.J. Prosise,Seahawks,"833,116","660,000"
"2,018",Derrius Guice,Washington,"825,806","1,863,224"
"2,018",Buck Allen,Ravens,"823,618","705,000"
"2,018",D'Onta Foreman,Texans,"778,371","588,500"
"2,018",James Conner,Steelers,"754,572","578,000"
"2,018",Cameron Artis-Payne,Panthers,"746,563","705,000"
"2,018",Royce Freeman,Broncos,"729,255","1,477,020"
"2,018",Devontae Booker,Broncos,"725,848","630,000"
"2,018",Alfred Blue,Texans,"720,000","880,000"
"2,018",Samaje Perine,Washington,"719,947","555,000"
"2,018",Kenneth Dixon,Ravens,"717,391","630,000"
"2,018",Tarik Cohen,Bears,"713,289","555,000"
"2,018",Raheem Mostert,49ers,"705,000","705,000"
"2,018",Rod Smith,Cowboys,"705,000","705,000"
"2,018",DeAndre Washington,Raiders,"697,299","630,000"
"2,018",Jamaal Williams,Packers,"696,498","555,000"
"2,018",Jordan Howard,Bears,"692,006","630,000"
"2,018",Wendell Smallwood,Eagles,"691,145","630,000"
"2,018",Nyheim Hines,Colts,"661,137","1,204,548"
"2,018",Wayne Gallman,Giants,"659,912","555,000"
"2,018",Marlon Mack,Colts,"659,912","555,000"
"2,018",Mark Walton,Bengals,"651,337","1,165,348"
"2,018",Rob Kelley,Washington,"631,000","630,000"
"2,018",Malcolm Brown,Rams,"630,000","630,000"
"2,018",David Fluellen,Titans,"630,000","630,000"
"2,018",Alex Collins,Ravens,"630,000","630,000"
"2,018",Peyton Barber,Buccaneers,"630,000","630,000"
"2,018",Adrian Peterson,Washington,"630,000","1,015,000"
"2,018",Stevan Ridley,Steelers,"630,000","790,000"
"2,018",Senorise Perry,Dolphins,"630,000","630,000"
"2,018",Jalen Richard,Raiders,"630,000","630,000"
"2,018",Alfred Morris,49ers,"630,000","790,000"
"2,018",Kalen Ballage,Dolphins,"627,295","1,069,180"
"2,018",Ito Smith,Falcons,"621,453","1,087,107"
"2,018",Marcus Murphy,Bills,"602,118","602,118"
"2,018",Taiwan Jones,Bills,"594,529","704,235"
"2,018",Chase Edmonds,Cardinals,"593,089","932,356"
"2,018",Chris Carson,Seahawks,"571,285","555,000"
"2,018",Justin Davis,Rams,"560,000","555,000"
"2,018",Austin Ekeler,Chargers,"556,666","555,000"
"2,018",C.J. Ham,Vikings,"555,000","555,000"
"2,018",Matt Breida,49ers,"546,254","544,588"
"2,018",Jordan Wilkins,Colts,"540,310","721,240"
"2,018",T.J. Logan,Cardinals,"530,487","480,000"
"2,018",Corey Clement,Eagles,"527,098","523,765"
"2,018",John Kelly,Rams,"527,073","668,292"
"2,018",Brian Hill,Falcons,"522,353","522,353"
"2,018",Aaron Jones,Packers,"519,369","468,882"
"2,018",Dwayne Washington,Saints,"518,824","518,824"
"2,018",Trenton Cannon,Jets,"514,807","619,228"
"2,018",Elijah McGuire,Jets,"513,835","471,706"
"2,018",Byron Marshall,Washington,"490,588","490,588"
"2,018",Elijhaa Penny,Giants,"489,706","489,706"
