playerid,year,playername,team,age,pos,g,gs,tgt,rec,catchpercent,yds,yardsperrec,tds,firstdowns,longgain,yardspertarget,recpergame,yardspergame,fumbles
HHarrJe00,2008,Jerome Harrison,CLE,25,,15,0,18.0,12,66.7%,116,9.7,1,5,23,6.4,0.8,7.7,0.0
HHarrJe00,2007,Jerome Harrison,CLE,24,,8,0,2.0,2,100.0%,19,9.5,0,1,15,9.5,0.3,2.4,0.0
HHarrJe00,2006,Jerome Harrison,CLE,23,,10,1,14.0,9,64.3%,47,5.2,0,1,12,3.4,0.9,4.7,1.0
HHarrJo00,2007,Joey Harrington,ATL,29,QB,12,10,1.0,1,100.0%,4,4.0,0,0,4,4.0,0.1,0.3,0.0
HHarrJo00,2005,Joey Harrington,DET,27,QB,12,11,1.0,1,100.0%,-4,-4.0,0,0,-4,-4.0,0.1,-0.3,7.0
HHarrJo00,2003,Joey Harrington,DET,25,QB,16,16,1.0,1,100.0%,8,8.0,0,0,8,8.0,0.1,0.5,6.0
HHarrKa00,2006,Kay-Jay Harris,STL,27,,7,0,1.0,1,100.0%,10,10.0,0,1,10,10.0,0.1,1.4,0.0
HHarrMa00,2008,Marvin Harrison,IND,36,WR,15,15,107.0,60,56.1%,636,10.6,5,41,67,5.9,4.0,42.4,1.0
HHarrMa00,2007,Marvin Harrison,IND,35,wr,5,5,32.0,20,62.5%,247,12.4,1,12,42,7.7,4.0,49.4,0.0
HHarrMa00,2006,Marvin Harrison,IND,34,WR,16,16,148.0,95,64.2%,1366,14.4,12,78,68,9.2,5.9,85.4,1.0
HHarrMa00,2005,Marvin Harrison,IND,33,WR,15,15,134.0,82,61.2%,1146,14.0,12,58,80,8.6,5.5,76.4,0.0
HHarrMa00,2004,Marvin Harrison,IND,32,WR,16,16,139.0,86,61.9%,1113,12.9,15,63,59,8.0,5.4,69.6,1.0
HHarrMa00,2003,Marvin Harrison,IND,31,WR,15,15,142.0,94,66.2%,1272,13.5,10,60,79,9.0,6.3,84.8,2.0
HHarrMa00,2002,Marvin Harrison,IND,30,WR,16,16,205.0,143,69.8%,1722,12.0,11,92,69,8.4,8.9,107.6,0.0
HHarrMa00,2001,Marvin Harrison,IND,29,WR,16,16,164.0,109,66.5%,1524,14.0,15,74,68,9.3,6.8,95.3,0.0
HHarrMa00,2000,Marvin Harrison,IND,28,WR,16,16,169.0,102,60.4%,1413,13.9,14,70,78,8.4,6.4,88.3,2.0
HHarrMa00,1999,Marvin Harrison,IND,27,WR,16,16,184.0,115,62.5%,1663,14.5,12,79,57,9.0,7.2,103.9,2.0
HHarrMa00,1998,Marvin Harrison,IND,26,WR,12,12,122.0,59,48.4%,776,13.2,7,40,61,6.4,4.9,64.7,0.0
HHarrMa01,1999,Mark Harris,SFO,29,,16,2,14.0,6,42.9%,66,11.0,0,2,33,4.7,0.4,4.1,1.0
HHarrMa01,1998,Mark Harris,SFO,28,,10,0,2.0,2,100.0%,67,33.5,0,2,42,33.5,0.2,6.7,0.0
HHarrMa05,2018,Maurice Harris,WAS,26,WR,12,7,47.0,28,59.6%,304,10.9,0,12,42,6.5,2.3,25.3,1.0
HHarrMa05,2017,Maurice Harris,WAS,25,,6,0,6.0,4,66.7%,62,15.5,1,3,36,10.3,0.7,10.3,0.0
HHarrMa05,2016,Maurice Harris,WAS,24,,10,0,12.0,8,66.7%,66,8.3,0,4,15,5.5,0.8,6.6,1.0
HHarrNK00,2020,N'Keal Harry ,NWE,23,,9,7,43.0,24,55.8%,213,8.9,1,11,27,5.0,2.7,23.7,1.0
HHarrNK00,2019,N'Keal Harry ,NWE,22,wr,7,5,24.0,12,50.0%,105,8.8,2,7,18,4.4,1.7,15.0,0.0
HHarrRa00,2000,Raymont Harris,2TM,30,,4,0,4.0,4,100.0%,20,5.0,0,0,16,5.0,1.0,5.0,0.0
HHarrRa00,1998,Raymont Harris,GNB,28,,8,3,11.0,10,90.9%,68,6.8,0,3,12,6.2,1.3,8.5,3.0
HHarrRo00,1999,Ronnie Harris,ATL,29,,13,0,19.0,10,52.6%,164,16.4,0,6,24,8.6,0.8,12.6,1.0
HHarrRo00,1998,Ronnie Harris,2TM,28,,8,0,2.0,1,50.0%,14,14.0,0,0,14,7.0,0.1,1.8,2.0
HHartBe00,2012,Ben Hartsock ,CAR,32,te,15,5,3.0,2,66.7%,30,15.0,0,1,25,10.0,0.1,2.0,0.0
HHartBe00,2010,Ben Hartsock ,NYJ,30,te,16,7,3.0,1,33.3%,7,7.0,0,1,7,2.3,0.1,0.4,0.0
HHartBe00,2009,Ben Hartsock ,NYJ,29,te,16,7,4.0,1,25.0%,2,2.0,1,1,2,0.5,0.1,0.1,0.0
HHartBe00,2008,Ben Hartsock ,ATL,28,TE,11,11,6.0,3,50.0%,26,8.7,0,1,17,4.3,0.3,2.4,0.0
HHartBe00,2007,Ben Hartsock ,TEN,27,TE,16,9,19.0,12,63.2%,138,11.5,0,7,27,7.3,0.8,8.6,0.0
HHartBe00,2006,Ben Hartsock ,TEN,26,,6,3,15.0,6,40.0%,68,11.3,0,4,23,4.5,1.0,11.3,0.0
HHartBe00,2005,Ben Hartsock ,IND,25,,7,0,2.0,2,100.0%,8,4.0,0,1,7,4.0,0.3,1.1,0.0
HHartBe00,2004,Ben Hartsock ,IND,24,,16,3,8.0,4,50.0%,33,8.3,0,1,17,4.1,0.3,2.1,0.0
HHartBr00,2015,Brian Hartline ,CLE,29,,12,4,77.0,46,59.7%,523,11.4,2,30,41,6.8,3.8,43.6,1.0
HHartBr00,2014,Brian Hartline ,MIA,28,WR,16,16,63.0,39,61.9%,474,12.2,2,27,35,7.5,2.4,29.6,0.0
HHartBr00,2013,Brian Hartline ,MIA,27,WR,16,15,133.0,76,57.1%,1016,13.4,4,53,50,7.6,4.8,63.5,0.0
HHartBr00,2012,Brian Hartline ,MIA,26,WR,16,15,131.0,74,56.5%,1083,14.6,1,49,80,8.3,4.6,67.7,1.0
HHartBr00,2011,Brian Hartline ,MIA,25,WR,16,10,66.0,35,53.0%,549,15.7,1,30,41,8.3,2.2,34.3,0.0
HHartBr00,2010,Brian Hartline ,MIA,24,WR,12,11,73.0,43,58.9%,615,14.3,1,27,54,8.4,3.6,51.3,1.0
HHartBr00,2009,Brian Hartline ,MIA,23,,16,2,56.0,31,55.4%,506,16.3,3,26,67,9.0,1.9,31.6,0.0
HHartFr00,1998,Frank Hartley ,SDG,31,,16,3,4.0,2,50.0%,28,14.0,0,2,17,7.0,0.1,1.8,0.0
HHartMi00,2010,Mike Hart ,IND,24,,7,1,6.0,6,100.0%,25,4.2,0,2,10,4.2,0.9,3.6,0.0
HHartMi00,2009,Mike Hart ,IND,23,,9,0,8.0,5,62.5%,54,10.8,0,3,14,6.8,0.6,6.0,0.0
HHartMi00,2008,Mike Hart ,IND,22,,5,0,1.0,1,100.0%,18,18.0,0,1,18,18.0,0.2,3.6,1.0
HHarvPe00,2016,Percy Harvin,BUF,28,,2,1,4.0,2,50.0%,6,3.0,0,0,5,1.5,1.0,3.0,0.0
HHarvPe00,2015,Percy Harvin,BUF,27,wr,5,5,30.0,19,63.3%,218,11.5,1,10,51,7.3,3.8,43.6,1.0
HHarvPe00,2014,Percy Harvin,2TM,26,,13,12,78.0,51,65.4%,483,9.5,1,0,45,6.2,3.9,37.2,3.0
HHarvPe00,2012,Percy Harvin,MIN,24,WR,9,8,85.0,62,72.9%,677,10.9,3,37,45,8.0,6.9,75.2,2.0
HHarvPe00,2011,Percy Harvin,MIN,23,WR,16,14,121.0,87,71.9%,967,11.1,6,47,52,8.0,5.4,60.4,2.0
HHarvPe00,2010,Percy Harvin,MIN,22,WR,14,13,109.0,71,65.1%,868,12.2,5,40,53,8.0,5.1,62.0,1.0
HHarvPe00,2009,Percy Harvin,MIN,21,wr,15,8,91.0,60,65.9%,790,13.2,6,43,51,8.7,4.0,52.7,1.0
HHastAn00,1999,Andre Hastings,NOR,29,wr,15,5,64.0,40,62.5%,564,14.1,1,25,42,8.8,2.7,37.6,0.0
HHastAn00,1998,Andre Hastings,NOR,28,WR,16,12,87.0,35,40.2%,455,13.0,3,23,89,5.2,2.2,28.4,0.0
HHastJa02,2020,Jamycal Hasty,SFO,24,,8,0,8.0,7,87.5%,33,4.7,0,0,16,4.1,0.9,4.1,1.0
HHatcMa00,2003,Matthew Hatchette,JAX,29,,6,4,28.0,15,53.6%,203,13.5,2,10,45,7.3,2.5,33.8,0.0
HHatcMa00,2001,Matthew Hatchette,NYJ,27,,11,0,15.0,2,13.3%,44,22.0,0,2,29,2.9,0.2,4.0,0.0
HHatcMa00,2000,Matthew Hatchette,MIN,26,,14,4,33.0,16,48.5%,190,11.9,2,9,39,5.8,1.1,13.6,0.0
HHatcMa00,1999,Matthew Hatchette,MIN,25,,13,0,19.0,9,47.4%,180,20.0,2,7,80,9.5,0.7,13.8,0.0
HHatcMa00,1998,Matthew Hatchette,MIN,24,,5,0,25.0,15,60.0%,216,14.4,0,13,25,8.6,3.0,43.2,0.0
HHaviSt00,2013,Stanley Havili,IND,26,RB,13,8,21.0,18,85.7%,128,7.1,1,6,20,6.1,1.4,9.8,0.0
HHaviSt00,2012,Stanley Havili,PHI,25,,15,2,12.0,7,58.3%,43,6.1,0,1,9,3.6,0.5,2.9,0.0
HHavnSp00,2009,Spencer Havner,GNB,26,,16,1,10.0,7,70.0%,112,16.0,4,6,45,11.2,0.4,7.0,0.0
HHawkAn00,2016,Andrew Hawkins,CLE,30,wr,16,5,54.0,33,61.1%,324,9.8,3,20,33,6.0,2.1,20.3,0.0
HHawkAn00,2015,Andrew Hawkins,CLE,29,WR,8,8,43.0,27,62.8%,276,10.2,0,11,25,6.4,3.4,34.5,1.0
HHawkAn00,2014,Andrew Hawkins,CLE,28,WR,15,15,112.0,63,56.3%,824,13.1,2,44,65,7.4,4.2,54.9,0.0
HHawkAn00,2013,Andrew Hawkins,CIN,27,,8,0,18.0,12,66.7%,199,16.6,0,8,50,11.1,1.5,24.9,1.0
HHawkAn00,2012,Andrew Hawkins,CIN,26,wr,14,2,80.0,51,63.8%,533,10.5,4,24,59,6.7,3.6,38.1,1.0
HHawkAn00,2011,Andrew Hawkins,CIN,25,,13,0,34.0,23,67.6%,263,11.4,0,12,26,7.7,1.8,20.2,0.0
HHawkCo00,2000,Courtney Hawkins,PIT,31,wr,13,5,43.0,19,44.2%,238,12.5,1,10,33,5.5,1.5,18.3,0.0
HHawkCo00,1999,Courtney Hawkins,PIT,30,WR,11,11,55.0,30,54.5%,285,9.5,0,19,23,5.2,2.7,25.9,0.0
HHawkCo00,1998,Courtney Hawkins,PIT,29,WR,15,14,108.0,66,61.1%,751,11.4,1,38,53,7.0,4.4,50.1,1.0
HHawkLa00,2012,Lavelle Hawkins,TEN,26,,7,1,11.0,5,45.5%,62,12.4,0,2,42,5.6,0.7,8.9,0.0
HHawkLa00,2011,Lavelle Hawkins,TEN,25,,16,2,77.0,47,61.0%,470,10.0,1,22,32,6.1,2.9,29.4,1.0
HHawkLa00,2010,Lavelle Hawkins,TEN,24,,6,0,6.0,5,83.3%,61,12.2,0,3,24,10.2,0.8,10.2,0.0
HHawkLa00,2009,Lavelle Hawkins,TEN,23,,10,0,14.0,7,50.0%,110,15.7,0,5,32,7.9,0.7,11.0,0.0
HHawkLa00,2008,Lavelle Hawkins,TEN,22,,13,1,12.0,7,58.3%,68,9.7,0,5,19,5.7,0.5,5.2,0.0
HHayeDo00,2002,Donald Hayes,NWE,27,,12,1,31.0,12,38.7%,133,11.1,2,5,40,4.3,1.0,11.1,0.0
HHayeDo00,2001,Donald Hayes,CAR,26,WR,16,15,105.0,52,49.5%,597,11.5,2,33,48,5.7,3.3,37.3,1.0
HHayeDo00,2000,Donald Hayes,CAR,25,WR,15,15,112.0,66,58.9%,926,14.0,3,47,43,8.3,4.4,61.7,1.0
HHayeDo00,1999,Donald Hayes,CAR,24,,13,1,28.0,11,39.3%,270,24.5,2,10,56,9.6,0.8,20.8,0.0
HHayeDo00,1998,Donald Hayes,CAR,23,,7,0,9.0,3,33.3%,62,20.7,0,3,35,6.9,0.4,8.9,0.0
HHayeWi00,2000,Windrell Hayes,NYJ,24,,8,1,19.0,6,31.6%,126,21.0,0,6,32,6.6,0.8,15.8,0.0
HHaynAl00,2007,Alex Haynes,CAR,25,,10,0,3.0,3,100.0%,14,4.7,0,2,6,4.7,0.3,1.4,0.0
HHaynJa00,2015,Jarryd Hayne,SFO,27,,8,1,7.0,6,85.7%,27,4.5,0,2,7,3.9,0.8,3.4,3.0
HHaynJo00,2009,Joey Haynos,MIA,25,te,16,8,37.0,19,51.4%,162,8.5,2,13,21,4.4,1.2,10.1,1.0
HHaynJo00,2008,Joey Haynos,MIA,24,,7,0,4.0,2,50.0%,22,11.0,1,1,19,5.5,0.3,3.1,1.0
HHaynVe00,2009,Verron Haynes,ATL,30,,7,2,4.0,3,75.0%,20,6.7,0,1,10,5.0,0.4,2.9,0.0
HHaynVe00,2007,Verron Haynes,PIT,28,,1,0,2.0,1,50.0%,12,12.0,0,1,12,6.0,1.0,12.0,0.0
HHaynVe00,2006,Verron Haynes,PIT,27,,7,0,22.0,18,81.8%,95,5.3,0,4,16,4.3,2.6,13.6,1.0
HHaynVe00,2005,Verron Haynes,PIT,26,,14,0,17.0,11,64.7%,113,10.3,0,5,18,6.6,0.8,8.1,2.0
HHaynVe00,2004,Verron Haynes,PIT,25,,13,0,23.0,18,78.3%,142,7.9,2,9,26,6.2,1.4,10.9,0.0
HHaynVe00,2003,Verron Haynes,PIT,24,,12,0,10.0,7,70.0%,57,8.1,0,2,13,5.7,0.6,4.8,2.0
HHaynVe00,2002,Verron Haynes,PIT,23,,14,0,7.0,3,42.9%,10,3.3,0,0,7,1.4,0.2,0.7,0.0
HHeapTo00,2012,Todd Heap,ARI,32,,2,1,13.0,8,61.5%,94,11.8,0,5,28,7.2,4.0,47.0,0.0
HHeapTo00,2011,Todd Heap,ARI,31,,10,4,36.0,24,66.7%,283,11.8,1,9,28,7.9,2.4,28.3,0.0
HHeapTo00,2010,Todd Heap,BAL,30,TE,13,13,64.0,40,62.5%,599,15.0,5,30,65,9.4,3.1,46.1,1.0
HHeapTo00,2009,Todd Heap,BAL,29,TE,16,16,75.0,53,70.7%,593,11.2,6,33,31,7.9,3.3,37.1,1.0
HHeapTo00,2008,Todd Heap,BAL,28,TE,16,16,64.0,35,54.7%,403,11.5,3,23,30,6.3,2.2,25.2,1.0
HHeapTo00,2007,Todd Heap,BAL,27,te,6,6,34.0,23,67.6%,239,10.4,1,14,37,7.0,3.8,39.8,0.0
HHeapTo00,2006,Todd Heap,BAL,26,TE,16,16,116.0,73,62.9%,765,10.5,6,40,30,6.6,4.6,47.8,0.0
HHeapTo00,2005,Todd Heap,BAL,25,TE,16,16,114.0,75,65.8%,855,11.4,7,45,48,7.5,4.7,53.4,2.0
HHeapTo00,2004,Todd Heap,BAL,24,te,6,5,44.0,27,61.4%,303,11.2,3,17,37,6.9,4.5,50.5,0.0
HHeapTo00,2003,Todd Heap,BAL,23,TE,16,16,112.0,57,50.9%,693,12.2,3,32,33,6.2,3.6,43.3,1.0
HHeapTo00,2002,Todd Heap,BAL,22,TE,16,16,122.0,68,55.7%,836,12.3,6,45,43,6.9,4.3,52.3,0.0
HHeapTo00,2001,Todd Heap,BAL,21,TE,12,6,23.0,16,69.6%,206,12.9,1,11,24,9.0,1.3,17.2,1.0
HHearGa00,2004,Garrison Hearst,DEN,33,,7,0,3.0,2,66.7%,20,10.0,0,1,15,6.7,0.3,2.9,0.0
HHearGa00,2003,Garrison Hearst,SFO,32,RB,12,12,38.0,25,65.8%,211,8.4,1,7,26,5.6,2.1,17.6,2.0
HHearGa00,2002,Garrison Hearst,SFO,31,RB,16,16,69.0,48,69.6%,317,6.6,1,14,16,4.6,3.0,19.8,4.0
HHearGa00,2001,Garrison Hearst,SFO,30,RB,16,16,55.0,41,74.5%,347,8.5,1,15,60,6.3,2.6,21.7,1.0
HHearGa00,1998,Garrison Hearst,SFO,27,RB,16,16,56.0,39,69.6%,535,13.7,2,14,81,9.6,2.4,33.4,4.0
HHebrVa00,1998,Vaughn Hebron,DEN,28,,15,0,3.0,2,66.7%,5,2.5,0,0,3,1.7,0.1,0.3,0.0
HHedgMa00,2010,Madison Hedgecock,NYG,29,,4,3,2.0,2,100.0%,8,4.0,0,1,7,4.0,0.5,2.0,0.0
HHedgMa00,2009,Madison Hedgecock,NYG,28,FB,16,9,9.0,4,44.4%,23,5.8,1,1,9,2.6,0.3,1.4,0.0
HHedgMa00,2008,Madison Hedgecock,NYG,27,FB,16,10,15.0,8,53.3%,52,6.5,1,4,13,3.5,0.5,3.3,0.0
HHedgMa00,2007,Madison Hedgecock,2TM,26,,16,9,12.0,7,58.3%,52,7.4,0,0,9,4.3,0.4,3.3,0.0
HHedgMa00,2006,Madison Hedgecock,STL,25,FB,16,9,10.0,7,70.0%,29,4.1,0,1,7,2.9,0.4,1.8,0.0
HHedgMa00,2005,Madison Hedgecock,STL,24,fb,16,7,11.0,9,81.8%,69,7.7,0,3,15,6.3,0.6,4.3,0.0
HHeidSt00,2009,Steve Heiden,CLE,33,te,7,6,17.0,10,58.8%,73,7.3,1,3,14,4.3,1.4,10.4,1.0
HHeidSt00,2008,Steve Heiden,CLE,32,TE,14,11,42.0,23,54.8%,249,10.8,0,14,51,5.9,1.6,17.8,0.0
HHeidSt00,2007,Steve Heiden,CLE,31,te,16,6,21.0,12,57.1%,104,8.7,0,4,27,5.0,0.8,6.5,0.0
HHeidSt00,2006,Steve Heiden,CLE,30,te,16,6,46.0,36,78.3%,249,6.9,2,9,13,5.4,2.3,15.6,0.0
HHeidSt00,2005,Steve Heiden,CLE,29,TE,15,13,60.0,43,71.7%,401,9.3,3,20,62,6.7,2.9,26.7,0.0
HHeidSt00,2004,Steve Heiden,CLE,28,TE,13,13,42.0,28,66.7%,287,10.3,5,14,30,6.8,2.2,22.1,1.0
HHeidSt00,2003,Steve Heiden,CLE,27,TE,9,9,31.0,18,58.1%,134,7.4,0,4,17,4.3,2.0,14.9,0.0
HHeidSt00,2002,Steve Heiden,CLE,26,TE,16,6,19.0,17,89.5%,105,6.2,1,8,12,5.5,1.1,6.6,0.0
HHeidSt00,2001,Steve Heiden,SDG,25,TE,16,10,13.0,8,61.5%,55,6.9,1,4,16,4.2,0.5,3.4,0.0
HHeidSt00,2000,Steve Heiden,SDG,24,,15,3,12.0,6,50.0%,32,5.3,1,2,10,2.7,0.4,2.1,0.0
HHeinKe00,2004,Keith Heinrich,CLE,25,,7,0,1.0,1,100.0%,1,1.0,0,0,1,1.0,0.1,0.1,0.0
HHeinKe00,2003,Keith Heinrich,CLE,24,,7,3,9.0,8,88.9%,64,8.0,2,5,17,7.1,1.1,9.1,0.0
HHelfCo00,2015,Cooper Helfet ,SEA,26,,14,2,22.0,13,59.1%,130,10.0,0,7,20,5.9,0.9,9.3,0.0
HHelfCo00,2014,Cooper Helfet ,SEA,25,,10,2,24.0,12,50.0%,185,15.4,2,9,36,7.7,1.2,18.5,0.0
HHellWi00,2012,Will Heller,DET,31,TE,16,5,23.0,17,73.9%,150,8.8,1,9,19,6.5,1.1,9.4,0.0
HHellWi00,2011,Will Heller,DET,30,te,16,7,12.0,6,50.0%,42,7.0,0,3,12,3.5,0.4,2.6,0.0
HHellWi00,2010,Will Heller,DET,29,te,16,5,5.0,4,80.0%,37,9.3,1,2,13,7.4,0.3,2.3,0.0
HHellWi00,2009,Will Heller,DET,28,TE,16,9,50.0,29,58.0%,296,10.2,3,16,24,5.9,1.8,18.5,0.0
HHellWi00,2008,Will Heller,SEA,27,,12,0,6.0,4,66.7%,29,7.3,0,1,14,4.8,0.3,2.4,1.0
HHellWi00,2007,Will Heller,SEA,26,te,16,6,26.0,13,50.0%,82,6.3,3,6,25,3.2,0.8,5.1,0.0
HHellWi00,2006,Will Heller,SEA,25,,16,0,5.0,4,80.0%,32,8.0,1,2,12,6.4,0.3,2.0,0.0
HHellWi00,2005,Will Heller,MIA,24,,7,0,2.0,1,50.0%,1,1.0,1,1,1,0.5,0.1,0.1,0.0
HHellWi00,2004,Will Heller,TAM,23,,10,2,16.0,12,75.0%,98,8.2,1,5,22,6.1,1.2,9.8,1.0
HHellWi00,2003,Will Heller,TAM,22,,9,1,4.0,2,50.0%,15,7.5,1,2,11,3.8,0.2,1.7,0.0
HHeluRo00,2015,Roy Helu,OAK,27,,9,0,16.0,9,56.3%,75,8.3,1,6,15,4.7,1.0,8.3,0.0
HHeluRo00,2014,Roy Helu,WAS,26,,14,0,47.0,42,89.4%,477,11.4,2,16,55,10.1,3.0,34.1,2.0
HHeluRo00,2013,Roy Helu,WAS,25,,16,0,42.0,31,73.8%,251,8.1,0,9,28,6.0,1.9,15.7,2.0
HHeluRo00,2012,Roy Helu,WAS,24,,3,0,7.0,7,100.0%,45,6.4,0,1,21,6.4,2.3,15.0,0.0
HHeluRo00,2011,Roy Helu,WAS,23,RB,15,5,59.0,49,83.1%,379,7.7,1,13,47,6.4,3.3,25.3,2.0
HHemiJu00,2014,Junior Hemingway,KAN,26,,14,1,22.0,12,54.5%,108,9.0,0,8,17,4.9,0.9,7.7,0.0
HHemiJu00,2013,Junior Hemingway,KAN,25,,16,2,20.0,13,65.0%,125,9.6,2,6,24,6.3,0.8,7.8,2.0
HHendDa00,2020,Darrell Henderson,LAR,23,,11,9,20.0,13,65.0%,129,9.9,1,7,28,6.5,1.2,11.7,0.0
HHendDa00,2019,Darrell Henderson,LAR,22,,13,0,6.0,4,66.7%,37,9.3,0,1,14,6.2,0.3,2.8,0.0
HHendDe00,2012,Devery Henderson,NOR,30,WR,15,9,47.0,22,46.8%,316,14.4,1,10,41,6.7,1.5,21.1,1.0
HHendDe00,2011,Devery Henderson,NOR,29,WR,16,13,50.0,32,64.0%,503,15.7,2,22,79,10.1,2.0,31.4,1.0
HHendDe00,2010,Devery Henderson,NOR,28,WR,16,11,59.0,34,57.6%,464,13.6,1,22,57,7.9,2.1,29.0,0.0
HHendDe00,2009,Devery Henderson,NOR,27,WR,16,11,83.0,51,61.4%,804,15.8,2,33,75,9.7,3.2,50.3,0.0
HHendDe00,2008,Devery Henderson,NOR,26,WR,16,13,56.0,32,57.1%,793,24.8,3,27,84,14.2,2.0,49.6,1.0
HHendDe00,2007,Devery Henderson,NOR,25,WR,16,9,43.0,20,46.5%,409,20.5,3,16,54,9.5,1.3,25.6,0.0
HHendDe00,2006,Devery Henderson,NOR,24,wr,13,7,54.0,32,59.3%,745,23.3,5,28,76,13.8,2.5,57.3,0.0
HHendDe00,2005,Devery Henderson,NOR,23,,15,3,50.0,22,44.0%,343,15.6,3,16,66,6.9,1.5,22.9,0.0
HHendDe01,2017,De'Angelo Henderson,DEN,25,,5,0,2.0,2,100.0%,36,18.0,1,1,29,18.0,0.4,7.2,0.0
HHendWi00,2006,William Henderson ,GNB,35,FB,14,9,18.0,12,66.7%,62,5.2,0,3,13,3.4,0.9,4.4,0.0
HHendWi00,2005,William Henderson ,GNB,34,FB,16,8,34.0,30,88.2%,264,8.8,0,13,32,7.8,1.9,16.5,1.0
HHendWi00,2004,William Henderson ,GNB,33,FB,16,8,40.0,34,85.0%,239,7.0,3,15,38,6.0,2.1,14.9,0.0
HHendWi00,2003,William Henderson ,GNB,32,FB,16,12,34.0,24,70.6%,214,8.9,3,14,22,6.3,1.5,13.4,0.0
HHendWi00,2002,William Henderson ,GNB,31,FB,15,12,32.0,26,81.3%,168,6.5,3,12,17,5.3,1.7,11.2,0.0
HHendWi00,2001,William Henderson ,GNB,30,FB,16,8,28.0,21,75.0%,193,9.2,0,8,26,6.9,1.3,12.1,0.0
HHendWi00,2000,William Henderson ,GNB,29,fb,16,6,45.0,35,77.8%,234,6.7,1,10,25,5.2,2.2,14.6,1.0
HHendWi00,1999,William Henderson ,GNB,28,FB,16,13,39.0,30,76.9%,203,6.8,1,11,22,5.2,1.9,12.7,1.0
HHendWi00,1998,William Henderson ,GNB,27,FB,16,10,49.0,37,75.5%,241,6.5,1,13,15,4.9,2.3,15.1,1.0
HHenlJu00,1998,June Henley,STL,23,,11,3,45.0,35,77.8%,252,7.2,0,8,43,5.6,3.2,22.9,1.0
HHenrCh00,2009,Chris Henry ,CIN,26,,8,0,23.0,12,52.2%,236,19.7,2,11,73,10.3,1.5,29.5,0.0
HHenrCh00,2008,Chris Henry ,CIN,25,,12,1,46.0,19,41.3%,220,11.6,2,12,22,4.8,1.6,18.3,0.0
HHenrCh00,2007,Chris Henry ,CIN,24,,8,2,38.0,21,55.3%,343,16.3,2,14,52,9.0,2.6,42.9,0.0
HHenrCh00,2006,Chris Henry ,CIN,23,,13,4,75.0,36,48.0%,605,16.8,9,26,71,8.1,2.8,46.5,0.0
HHenrCh00,2005,Chris Henry ,CIN,22,wr,14,5,50.0,31,62.0%,422,13.6,6,19,47,8.4,2.2,30.1,2.0
HHenrCh01,2007,Chris Henry ,TEN,22,,7,0,7.0,6,85.7%,53,8.8,0,2,18,7.6,0.9,7.6,0.0
HHenrDe00,2020,Derrick Henry ,TEN,26,,11,11,26.0,14,53.8%,93,6.6,0,4,53,3.6,1.3,8.5,0.0
HHenrDe00,2019,Derrick Henry ,TEN,25,RB,15,15,24.0,18,75.0%,206,11.4,2,4,75,8.6,1.2,13.7,5.0
HHenrDe00,2018,Derrick Henry ,TEN,24,RB,16,12,18.0,15,83.3%,99,6.6,0,4,21,5.5,0.9,6.2,1.0
HHenrDe00,2017,Derrick Henry ,TEN,23,rb,16,2,17.0,11,64.7%,136,12.4,1,4,66,8.0,0.7,8.5,1.0
HHenrDe00,2016,Derrick Henry ,TEN,22,,15,2,15.0,13,86.7%,137,10.5,0,5,29,9.1,0.9,9.1,0.0
HHenrHu00,2020,Hunter Henry ,LAC,26,,11,11,76.0,48,63.2%,502,10.5,3,27,33,6.6,4.4,45.6,0.0
HHenrHu00,2019,Hunter Henry ,LAC,25,TE,12,12,76.0,55,72.4%,652,11.9,5,36,30,8.6,4.6,54.3,1.0
HHenrHu00,2017,Hunter Henry ,LAC,23,TE,14,13,62.0,45,72.6%,579,12.9,4,32,34,9.3,3.2,41.4,0.0
HHenrHu00,2016,Hunter Henry ,SDG,22,TE,15,10,53.0,36,67.9%,478,13.3,8,30,59,9.0,2.4,31.9,1.0
HHenrLe20,2004,Leonard Henry ,MIA,26,,6,2,6.0,3,50.0%,12,4.0,0,0,7,2.0,0.5,2.0,1.0
HHenrTr00,2007,Travis Henry ,DEN,29,rb,12,7,14.0,7,50.0%,65,9.3,0,2,21,4.6,0.6,5.4,3.0
HHenrTr00,2006,Travis Henry ,TEN,28,RB,14,13,25.0,18,72.0%,78,4.3,0,2,12,3.1,1.3,5.6,3.0
HHenrTr00,2005,Travis Henry ,TEN,27,,10,1,20.0,13,65.0%,117,9.0,0,5,42,5.9,1.3,11.7,2.0
HHenrTr00,2004,Travis Henry ,BUF,26,rb,10,5,14.0,10,71.4%,45,4.5,0,4,10,3.2,1.0,4.5,0.0
HHenrTr00,2003,Travis Henry ,BUF,25,RB,15,15,40.0,28,70.0%,158,5.6,1,9,18,4.0,1.9,10.5,7.0
HHenrTr00,2002,Travis Henry ,BUF,24,RB,16,16,59.0,43,72.9%,309,7.2,1,14,26,5.2,2.7,19.3,11.0
HHenrTr00,2001,Travis Henry ,BUF,23,RB,13,12,27.0,22,81.5%,179,8.1,0,6,40,6.6,1.7,13.8,5.0
HHentHa00,2019,Hale Hentges,WAS,23,,11,4,14.0,8,57.1%,103,12.9,1,6,24,7.4,0.7,9.4,0.0
HHernAa00,2012,Aaron Hernandez,NWE,23,TE,10,10,83.0,51,61.4%,483,9.5,5,27,31,5.8,5.1,48.3,0.0
