playerid,year,playername,team,age,pos,g,gs,tgt,rec,catchpercent,yds,yardsperrec,tds,firstdowns,longgain,yardspertarget,recpergame,yardspergame,fumbles
GGrimXa00,2016,Xavier Grimble,PIT,24,,13,2,21.0,11,52.4%,118,10.7,2,8,20,5.6,0.8,9.1,0.0
GGrinDa00,2018,David Grinnage,JAX,24,,4,2,8.0,6,75.0%,61,10.2,0,2,24,7.6,1.5,15.3,0.0
GGrisTy00,2009,Tyler Grisham,PIT,22,,4,0,2.0,1,50.0%,14,14.0,0,1,14,7.0,0.3,3.5,0.0
GGrocCl00,2000,Clif Groce,CIN,28,fb,8,6,13.0,11,84.6%,45,4.1,0,2,14,3.5,1.4,5.6,0.0
GGrocCl00,1999,Clif Groce,CIN,27,FB,16,15,40.0,25,62.5%,154,6.2,0,6,14,3.9,1.6,9.6,0.0
GGronCh00,2010,Chris Gronkowski,DAL,24,fb,14,7,14.0,7,50.0%,35,5.0,1,2,12,2.5,0.5,2.5,0.0
GGronDa00,2010,Dan Gronkowski,DEN,25,,12,4,13.0,8,61.5%,65,8.1,0,3,13,5.0,0.7,5.4,0.0
GGronDa00,2009,Dan Gronkowski,DET,24,,2,0,3.0,1,33.3%,4,4.0,0,0,4,1.3,0.5,2.0,0.0
GGronRo00,2020,Rob Gronkowski ,TAM,31,,12,12,62.0,37,59.7%,505,13.6,4,22,48,8.1,3.1,42.1,1.0
GGronRo00,2018,Rob Gronkowski ,NWE,29,TE,13,11,72.0,47,65.3%,682,14.5,3,42,42,9.5,3.6,52.5,1.0
GGronRo00,2017,Rob Gronkowski ,NWE,28,TE,14,14,105.0,69,65.7%,1084,15.7,8,57,53,10.3,4.9,77.4,1.0
GGronRo00,2016,Rob Gronkowski ,NWE,27,TE,8,6,38.0,25,65.8%,540,21.6,3,20,53,14.2,3.1,67.5,0.0
GGronRo00,2015,Rob Gronkowski ,NWE,26,TE,15,15,120.0,72,60.0%,1176,16.3,11,52,76,9.8,4.8,78.4,0.0
GGronRo00,2014,Rob Gronkowski ,NWE,25,TE,15,10,131.0,82,62.6%,1124,13.7,12,60,46,8.6,5.5,74.9,0.0
GGronRo00,2013,Rob Gronkowski ,NWE,24,TE,7,6,66.0,39,59.1%,592,15.2,4,31,50,9.0,5.6,84.6,0.0
GGronRo00,2012,Rob Gronkowski ,NWE,23,TE,11,11,79.0,55,69.6%,790,14.4,11,45,41,10.0,5.0,71.8,1.0
GGronRo00,2011,Rob Gronkowski ,NWE,22,TE,16,16,124.0,90,72.6%,1327,14.7,17,69,52,10.7,5.6,82.9,0.0
GGronRo00,2010,Rob Gronkowski ,NWE,21,TE,16,11,59.0,42,71.2%,546,13.0,10,30,28,9.3,2.6,34.1,1.0
GGrosRe00,2006,Rex Grossman,CHI,26,QB,16,16,1.0,1,100.0%,-4,-4.0,0,0,-4,-4.0,0.1,-0.3,8.0
GGuenGr00,2005,Gregg Guenther,TEN,23,,5,0,3.0,2,66.7%,13,6.5,0,1,8,4.3,0.4,2.6,0.0
GGuicDe00,2019,Derrius Guice,WAS,22,,5,1,9.0,7,77.8%,79,11.3,1,2,45,8.8,1.4,15.8,0.0
GGuliEr00,1998,Eric Guliford,NOR,29,,5,1,19.0,10,52.6%,124,12.4,0,6,24,6.5,2.0,24.8,1.0
GGurlTo01,2020,Todd Gurley,ATL,26,,10,10,24.0,16,66.7%,82,5.1,0,3,14,3.4,1.6,8.2,2.0
GGurlTo01,2019,Todd Gurley,LAR,25,RB,15,15,49.0,31,63.3%,207,6.7,2,8,23,4.2,2.1,13.8,3.0
GGurlTo01,2018,Todd Gurley,LAR,24,RB,14,14,81.0,59,72.8%,580,9.8,4,27,56,7.2,4.2,41.4,1.0
GGurlTo01,2017,Todd Gurley,LAR,23,RB,15,15,87.0,64,73.6%,788,12.3,6,32,80,9.1,4.3,52.5,5.0
GGurlTo01,2016,Todd Gurley,LAR,22,RB,16,16,58.0,43,74.1%,327,7.6,0,16,33,5.6,2.7,20.4,2.0
GGurlTo01,2015,Todd Gurley,STL,21,RB,13,12,26.0,21,80.8%,188,9.0,0,9,31,7.2,1.6,14.5,3.0
GGuytJa01,2020,Jalen Guyton,LAC,23,,11,6,30.0,18,60.0%,331,18.4,3,10,72,11.0,1.6,30.1,0.0
HHaasAn00,1998,Andy Haase,NYG,24,,7,1,2.0,2,100.0%,33,16.5,0,1,27,16.5,0.3,4.7,0.0
HHackD.00,2008,D.J. Hackett,CAR,27,,9,2,28.0,13,46.4%,181,13.9,0,7,37,6.5,1.4,20.1,1.0
HHackD.00,2007,D.J. Hackett,SEA,26,wr,6,6,47.0,32,68.1%,384,12.0,3,16,59,8.2,5.3,64.0,0.0
HHackD.00,2006,D.J. Hackett,SEA,25,wr,14,5,66.0,45,68.2%,610,13.6,4,33,47,9.2,3.2,43.6,0.0
HHackD.00,2005,D.J. Hackett,SEA,24,,13,3,43.0,28,65.1%,400,14.3,2,17,47,9.3,2.2,30.8,0.0
HHaddDr00,2002,Drew Haddad,IND,24,,1,0,1.0,1,100.0%,11,11.0,0,1,11,11.0,1.0,11.0,0.0
HHagaDe00,2014,Derek Hagan,TEN,30,,16,3,34.0,19,55.9%,254,13.4,1,10,38,7.5,1.2,15.9,0.0
HHagaDe00,2012,Derek Hagan,OAK,28,,14,2,36.0,20,55.6%,259,13.0,0,14,38,7.2,1.4,18.5,0.0
HHagaDe00,2011,Derek Hagan,2TM,27,,10,3,42.0,24,57.1%,252,10.5,1,0,29,6.0,2.4,25.2,0.0
HHagaDe00,2010,Derek Hagan,NYG,26,,7,4,43.0,24,55.8%,223,9.3,1,14,17,5.2,3.4,31.9,0.0
HHagaDe00,2009,Derek Hagan,NYG,25,,16,0,8.0,8,100.0%,101,12.6,1,4,23,12.6,0.5,6.3,0.0
HHagaDe00,2008,Derek Hagan,2TM,24,,5,0,6.0,3,50.0%,51,17.0,0,0,20,8.5,0.6,10.2,0.0
HHagaDe00,2007,Derek Hagan,MIA,23,,16,1,59.0,29,49.2%,373,12.9,2,22,22,6.3,1.8,23.3,0.0
HHagaDe00,2006,Derek Hagan,MIA,22,,16,0,37.0,21,56.8%,221,10.5,1,13,24,6.0,1.3,13.8,0.0
HHagaMa00,2008,Marques Hagans,3TM,26,,6,0,2.0,1,50.0%,7,7.0,0,0,7,3.5,0.2,1.2,0.0
HHagaMa00,2007,Marques Hagans,STL,25,,4,1,15.0,8,53.3%,101,12.6,0,6,23,6.7,2.0,25.3,2.0
HHakiAz00,2006,Az-Zahir Hakim,DET,29,,6,0,27.0,17,63.0%,147,8.6,0,7,23,5.4,2.8,24.5,0.0
HHakiAz00,2005,Az-Zahir Hakim,NOR,28,,12,2,58.0,34,58.6%,489,14.4,2,26,42,8.4,2.8,40.8,1.0
HHakiAz00,2004,Az-Zahir Hakim,DET,27,wr,12,5,57.0,31,54.4%,533,17.2,3,24,39,9.4,2.6,44.4,0.0
HHakiAz00,2003,Az-Zahir Hakim,DET,26,WR,14,12,108.0,49,45.4%,449,9.2,4,27,28,4.2,3.5,32.1,2.0
HHakiAz00,2002,Az-Zahir Hakim,DET,25,WR,10,10,82.0,37,45.1%,541,14.6,3,26,64,6.6,3.7,54.1,0.0
HHakiAz00,2001,Az-Zahir Hakim,STL,24,,16,1,53.0,39,73.6%,374,9.6,3,21,33,7.1,2.4,23.4,8.0
HHakiAz00,2000,Az-Zahir Hakim,STL,23,,16,4,81.0,53,65.4%,734,13.8,4,32,80,9.1,3.3,45.9,7.0
HHakiAz00,1999,Az-Zahir Hakim,STL,22,,15,0,56.0,36,64.3%,677,18.8,8,25,75,12.1,2.4,45.1,6.0
HHakiAz00,1998,Az-Zahir Hakim,STL,21,,9,4,45.0,20,44.4%,247,12.4,1,15,22,5.5,2.2,27.4,1.0
HHallAh00,2011,Ahmard Hall,TEN,32,FB,12,7,14.0,9,64.3%,46,5.1,0,1,10,3.3,0.8,3.8,1.0
HHallAh00,2010,Ahmard Hall,TEN,31,,16,4,20.0,15,75.0%,100,6.7,0,5,19,5.0,0.9,6.3,0.0
HHallAh00,2009,Ahmard Hall,TEN,30,fb,16,7,16.0,12,75.0%,79,6.6,0,3,15,4.9,0.8,4.9,2.0
HHallAh00,2008,Ahmard Hall,TEN,29,FB,16,11,18.0,13,72.2%,138,10.6,2,5,54,7.7,0.8,8.6,1.0
HHallAh00,2007,Ahmard Hall,TEN,28,,11,4,12.0,9,75.0%,60,6.7,0,3,11,5.0,0.8,5.5,0.0
HHallAh00,2006,Ahmard Hall,TEN,27,fb,14,7,21.0,15,71.4%,138,9.2,0,6,28,6.6,1.1,9.9,1.0
HHallAn01,2008,Andre Hall,DEN,26,,8,0,3.0,3,100.0%,25,8.3,0,2,11,8.3,0.4,3.1,2.0
HHallAn01,2007,Andre Hall,DEN,25,,10,1,2.0,2,100.0%,69,34.5,0,1,65,34.5,0.2,6.9,1.0
HHallCh00,2013,Chad Hall,KAN,27,,9,0,7.0,2,28.6%,20,10.0,0,2,11,2.9,0.2,2.2,0.0
HHallCh00,2011,Chad Hall,PHI,25,,7,0,9.0,3,33.3%,20,6.7,1,1,16,2.2,0.4,2.9,0.0
HHallCh00,2010,Chad Hall,PHI,24,,8,1,18.0,11,61.1%,115,10.5,1,5,48,6.4,1.4,14.4,0.0
HHallDa00,2008,Dante Hall ,STL,30,,8,0,18.0,12,66.7%,105,8.8,0,7,20,5.8,1.5,13.1,0.0
HHallDa00,2007,Dante Hall ,STL,29,,7,1,12.0,5,41.7%,27,5.4,0,3,12,2.3,0.7,3.9,2.0
HHallDa00,2006,Dante Hall ,KAN,28,,15,0,40.0,26,65.0%,204,7.8,2,15,19,5.1,1.7,13.6,2.0
HHallDa00,2005,Dante Hall ,KAN,27,,16,2,51.0,34,66.7%,436,12.8,3,20,52,8.5,2.1,27.3,5.0
HHallDa00,2004,Dante Hall ,KAN,26,wr,16,6,38.0,25,65.8%,230,9.2,0,15,22,6.1,1.6,14.4,1.0
HHallDa00,2003,Dante Hall ,KAN,25,,16,2,60.0,40,66.7%,423,10.6,1,17,67,7.1,2.5,26.4,3.0
HHallDa00,2002,Dante Hall ,KAN,24,,16,0,35.0,20,57.1%,322,16.1,3,11,75,9.2,1.3,20.1,3.0
HHallDe99,2006,DeAngelo Hall,ATL,23,LCB,16,16,1.0,1,100.0%,0,0.0,0,0,0,0.0,0.1,0.0,1.0
HHallKo99,2010,Korey Hall,GNB,27,FB,12,6,1.0,1,100.0%,9,9.0,0,0,9,9.0,0.1,0.8,0.0
HHallKo99,2009,Korey Hall,GNB,26,fb,11,5,7.0,5,71.4%,41,8.2,0,2,13,5.9,0.5,3.7,0.0
HHallKo99,2008,Korey Hall,GNB,25,fb,11,5,7.0,7,100.0%,38,5.4,1,3,11,5.4,0.6,3.5,0.0
HHallKo99,2007,Korey Hall,GNB,24,FB,14,10,11.0,8,72.7%,49,6.1,0,3,10,4.5,0.6,3.5,0.0
HHallLa00,2005,Lamont Hall,NOR,31,,16,5,7.0,6,85.7%,36,6.0,0,2,8,5.1,0.4,2.3,0.0
HHallLa00,2004,Lamont Hall,NOR,30,,16,2,1.0,1,100.0%,4,4.0,1,1,4,4.0,0.1,0.3,0.0
HHallLa00,2002,Lamont Hall,NOR,28,,16,1,3.0,2,66.7%,6,3.0,0,0,4,2.0,0.1,0.4,0.0
HHallLa00,2001,Lamont Hall,NOR,27,te,16,6,2.0,2,100.0%,15,7.5,0,1,9,7.5,0.1,0.9,1.0
HHallLa00,2000,Lamont Hall,NOR,26,te,16,5,7.0,5,71.4%,33,6.6,1,4,13,4.7,0.3,2.1,0.0
HHallLa00,1999,Lamont Hall,GNB,25,,14,0,3.0,3,100.0%,33,11.0,0,2,13,11.0,0.2,2.4,0.0
HHallMa02,2020,Marvin Hall,DET,27,,11,5,30.0,17,56.7%,290,17.1,2,10,73,9.7,1.5,26.4,0.0
HHallMa02,2019,Marvin Hall,DET,26,,9,0,11.0,7,63.6%,261,37.3,1,7,58,23.7,0.8,29.0,0.0
HHallMa02,2018,Marvin Hall,ATL,25,,16,0,19.0,10,52.6%,149,14.9,1,5,47,7.8,0.6,9.3,0.0
HHallMa02,2017,Marvin Hall,ATL,24,,8,0,9.0,2,22.2%,60,30.0,1,2,40,6.7,0.3,7.5,0.0
HHallRo02,2008,Roy Hall,IND,25,,4,0,4.0,1,25.0%,9,9.0,0,1,9,2.3,0.3,2.3,0.0
HHallTy00,1999,Ty Hallock,CHI,28,,15,4,8.0,6,75.0%,22,3.7,0,1,7,2.8,0.4,1.5,0.0
HHallTy00,1998,Ty Hallock,CHI,27,FB,16,10,35.0,25,71.4%,166,6.6,0,8,16,4.7,1.6,10.4,3.0
HHaltAa00,2007,Aaron Halterman,MIA,25,,9,0,3.0,1,33.3%,7,7.0,0,1,7,2.3,0.1,0.8,0.0
HHambTr00,2004,Troy Hambrick,ARI,28,,10,0,5.0,4,80.0%,16,4.0,1,1,9,3.2,0.4,1.6,0.0
HHambTr00,2003,Troy Hambrick,DAL,27,RB,16,16,24.0,17,70.8%,99,5.8,0,2,13,4.1,1.1,6.2,4.0
HHambTr00,2002,Troy Hambrick,DAL,26,,16,0,24.0,21,87.5%,99,4.7,0,1,14,4.1,1.3,6.2,2.0
HHambTr00,2001,Troy Hambrick,DAL,25,FB,16,11,12.0,4,33.3%,62,15.5,0,3,27,5.2,0.3,3.9,1.0
HHamiCo00,2016,Cobi Hamilton,PIT,26,WR,11,8,28.0,17,60.7%,234,13.8,2,13,39,8.4,1.5,21.3,0.0
HHamiDa01,2020,DaeSean Hamilton,DEN,25,,11,2,28.0,15,53.6%,185,12.3,2,10,40,6.6,1.4,16.8,1.0
HHamiDa01,2019,DaeSean Hamilton,DEN,24,,16,2,52.0,28,53.8%,297,10.6,1,19,28,5.7,1.8,18.6,0.0
HHamiDa01,2018,DaeSean Hamilton,DEN,23,wr,14,5,45.0,30,66.7%,243,8.1,2,16,24,5.4,2.1,17.4,0.0
HHamiLy20,2009,Lynell Hamilton,NOR,24,,9,1,7.0,5,71.4%,48,9.6,0,4,16,6.9,0.6,5.3,0.0
HHamlKJ00,2020,KJ Hamler ,DEN,21,,9,3,44.0,25,56.8%,275,11.0,1,13,36,6.3,2.8,30.6,2.0
HHammFr00,2014,Frankie Hammond ,KAN,24,,16,3,11.0,4,36.4%,45,11.3,0,2,22,4.1,0.3,2.8,0.0
HHammJe01,2016,Je'Ron Hamm,SFO,24,,5,0,4.0,2,50.0%,13,6.5,0,1,7,3.3,0.4,2.6,0.0
HHamxC.00,2020,C.J. Ham,MIN,27,,11,7,6.0,2,33.3%,19,9.5,0,2,11,3.2,0.2,1.7,0.0
HHamxC.00,2019,C.J. Ham,MIN,26,FB,16,7,26.0,17,65.4%,149,8.8,1,6,36,5.7,1.1,9.3,1.0
HHamxC.00,2018,C.J. Ham,MIN,25,,15,2,15.0,11,73.3%,85,7.7,0,4,17,5.7,0.7,5.7,0.0
HHamxC.00,2017,C.J. Ham,MIN,24,,16,1,8.0,7,87.5%,68,9.7,0,3,12,8.5,0.4,4.3,0.0
HHankCo00,2006,Cortez Hankton,JAX,25,,12,1,11.0,5,45.5%,48,9.6,0,4,15,4.4,0.4,4.0,0.0
HHankCo00,2005,Cortez Hankton,JAX,24,,6,0,6.0,3,50.0%,15,5.0,0,0,8,2.5,0.5,2.5,0.0
HHankCo00,2004,Cortez Hankton,JAX,23,,12,0,9.0,9,100.0%,81,9.0,2,5,14,9.0,0.8,6.8,0.0
HHankCo00,2003,Cortez Hankton,JAX,22,,16,0,41.0,17,41.5%,166,9.8,0,8,22,4.0,1.1,10.4,0.0
HHankKa00,2006,Karl Hankton,CAR,36,,16,0,3.0,3,100.0%,31,10.3,0,2,18,10.3,0.2,1.9,0.0
HHankKa00,2004,Karl Hankton,CAR,34,,15,0,2.0,2,100.0%,25,12.5,0,1,20,12.5,0.1,1.7,0.0
HHankKa00,2003,Karl Hankton,CAR,33,,14,0,4.0,2,50.0%,27,13.5,0,2,15,6.8,0.1,1.9,0.0
HHankKa00,2002,Karl Hankton,CAR,32,,16,1,17.0,9,52.9%,146,16.2,0,7,31,8.6,0.6,9.1,0.0
HHankKa00,2000,Karl Hankton,CAR,30,,16,0,8.0,4,50.0%,38,9.5,0,2,14,4.8,0.3,2.4,0.0
HHankLe00,2015,Leonard Hankerson,3TM,27,,10,0,46.0,26,56.5%,327,12.6,3,0,55,7.1,2.6,32.7,0.0
HHankLe00,2013,Leonard Hankerson,WAS,25,WR,10,7,50.0,30,60.0%,375,12.5,3,21,29,7.5,3.0,37.5,0.0
HHankLe00,2012,Leonard Hankerson,WAS,24,wr,16,5,57.0,38,66.7%,543,14.3,3,25,68,9.5,2.4,33.9,0.0
HHankLe00,2011,Leonard Hankerson,WAS,23,,4,2,20.0,13,65.0%,163,12.5,0,8,23,8.2,3.3,40.8,0.0
HHannJa00,2017,James Hanna,DAL,28,TE,16,8,9.0,4,44.4%,88,22.0,1,4,31,9.8,0.3,5.5,0.0
HHannJa00,2015,James Hanna,DAL,26,TE,14,7,14.0,9,64.3%,79,8.8,0,4,17,5.6,0.6,5.6,0.0
HHannJa00,2014,James Hanna,DAL,25,TE,16,12,6.0,4,66.7%,48,12.0,0,3,27,8.0,0.3,3.0,0.0
HHannJa00,2013,James Hanna,DAL,24,TE,16,8,15.0,12,80.0%,73,6.1,0,2,21,4.9,0.8,4.6,0.0
HHannJa00,2012,James Hanna,DAL,23,,16,2,11.0,8,72.7%,86,10.8,0,4,29,7.8,0.5,5.4,0.0
HHannRy00,2005,Ryan Hannam,SEA,25,te,16,5,21.0,13,61.9%,89,6.8,1,7,20,4.2,0.8,5.6,0.0
HHannRy00,2004,Ryan Hannam,SEA,24,,16,0,12.0,8,66.7%,110,13.8,0,6,36,9.2,0.5,6.9,0.0
HHannRy00,2002,Ryan Hannam,SEA,22,,15,0,1.0,1,100.0%,16,16.0,1,1,16,16.0,0.1,1.1,0.0
HHansBy00,1999,Byron Hanspard,ATL,23,,12,4,18.0,10,55.6%,93,9.3,0,4,34,5.2,0.8,7.8,1.0
HHansCh00,2017,Chad Hansen,NYJ,22,,15,1,17.0,9,52.9%,94,10.4,0,7,24,5.5,0.6,6.3,0.0
HHapePa00,2004,Patrick Hape,DEN,30,te,16,5,17.0,8,47.1%,35,4.4,4,6,11,2.1,0.5,2.2,0.0
HHapePa00,2003,Patrick Hape,DEN,29,,16,0,4.0,3,75.0%,30,10.0,0,2,12,7.5,0.2,1.9,0.0
HHapePa00,2002,Patrick Hape,DEN,28,,16,0,14.0,6,42.9%,26,4.3,2,3,7,1.9,0.4,1.6,0.0
HHapePa00,2001,Patrick Hape,DEN,27,FB,15,8,19.0,15,78.9%,96,6.4,3,7,25,5.1,1.0,6.4,0.0
HHapePa00,2000,Patrick Hape,TAM,26,,16,2,13.0,6,46.2%,39,6.5,0,1,13,3.0,0.4,2.4,0.0
HHapePa00,1999,Patrick Hape,TAM,25,,15,1,5.0,5,100.0%,12,2.4,1,3,4,2.4,0.3,0.8,0.0
HHapePa00,1998,Patrick Hape,TAM,24,,16,2,8.0,4,50.0%,27,6.8,0,1,11,3.4,0.3,1.7,1.0
HHarbCl00,2016,Clay Harbor,2TM,29,,15,2,3.0,3,100.0%,19,6.3,0,0,9,6.3,0.2,1.3,0.0
HHarbCl00,2015,Clay Harbor,JAX,28,,15,3,20.0,14,70.0%,149,10.6,1,9,26,7.5,0.9,9.9,0.0
HHarbCl00,2014,Clay Harbor,JAX,27,te,13,8,35.0,26,74.3%,289,11.1,1,12,59,8.3,2.0,22.2,0.0
HHarbCl00,2013,Clay Harbor,JAX,26,te,16,7,35.0,24,68.6%,292,12.2,2,16,31,8.3,1.5,18.3,2.0
HHarbCl00,2012,Clay Harbor,PHI,25,TE,14,9,39.0,25,64.1%,186,7.4,2,8,19,4.8,1.8,13.3,1.0
HHarbCl00,2011,Clay Harbor,PHI,24,,16,3,19.0,13,68.4%,163,12.5,1,8,27,8.6,0.8,10.2,0.0
HHarbCl00,2010,Clay Harbor,PHI,23,TE,9,6,15.0,9,60.0%,72,8.0,1,3,24,4.8,1.0,8.0,0.0
HHardJa00,2009,James Hardy,BUF,24,,2,0,1.0,1,100.0%,9,9.0,0,0,9,9.0,0.5,4.5,0.0
HHardJa00,2008,James Hardy,BUF,23,,14,3,24.0,9,37.5%,87,9.7,2,5,17,3.6,0.6,6.2,0.0
HHardJu00,2019,Justin Hardy ,ATL,28,/wr,16,1,26.0,19,73.1%,195,10.3,0,9,23,7.5,1.2,12.2,0.0
HHardJu00,2018,Justin Hardy ,ATL,27,,16,0,22.0,14,63.6%,133,9.5,2,8,19,6.0,0.9,8.3,1.0
HHardJu00,2017,Justin Hardy ,ATL,26,,16,1,29.0,20,69.0%,221,11.1,3,13,27,7.6,1.3,13.8,1.0
HHardJu00,2016,Justin Hardy ,ATL,25,,16,3,31.0,21,67.7%,203,9.7,4,17,27,6.5,1.3,12.7,0.0
HHardJu00,2015,Justin Hardy ,ATL,24,,9,1,36.0,21,58.3%,194,9.2,0,11,23,5.4,2.3,21.6,0.0
HHardMe00,2020,Mecole Hardman,KAN,22,,11,6,39.0,29,74.4%,434,15.0,3,17,49,11.1,2.6,39.5,0.0
HHardMe00,2019,Mecole Hardman,KAN,21,wr,16,5,41.0,26,63.4%,538,20.7,6,18,83,13.1,1.6,33.6,2.0
HHardMo00,2012,Montario Hardesty,CLE,25,,13,1,5.0,2,40.0%,16,8.0,0,1,9,3.2,0.2,1.2,2.0
HHardMo00,2011,Montario Hardesty,CLE,24,,10,4,21.0,14,66.7%,122,8.7,0,8,27,5.8,1.4,12.2,1.0
HHardTe00,2001,Terry Hardy ,ARI,25,te,8,6,22.0,11,50.0%,79,7.2,2,6,13,3.6,1.4,9.9,1.0
HHardTe00,2000,Terry Hardy ,ARI,24,TE,16,15,45.0,27,60.0%,160,5.9,1,10,13,3.6,1.7,10.0,2.0
HHardTe00,1999,Terry Hardy ,ARI,23,TE,16,16,45.0,30,66.7%,222,7.4,0,12,23,4.9,1.9,13.9,1.0
HHarkCo00,2015,Cory Harkey,STL,25,te,16,5,6.0,5,83.3%,26,5.2,0,2,12,4.3,0.3,1.6,0.0
HHarkCo00,2014,Cory Harkey,STL,24,RB,16,13,11.0,8,72.7%,55,6.9,1,5,21,5.0,0.5,3.4,0.0
HHarkCo00,2013,Cory Harkey,STL,23,RB,15,10,18.0,13,72.2%,113,8.7,2,7,31,6.3,0.9,7.5,0.0
HHarmKe00,2019,Kelvin Harmon,WAS,23,WR,16,8,44.0,30,68.2%,365,12.2,0,16,30,8.3,1.9,22.8,0.0
HHarpCh01,2016,Chris Harper,SFO,23,,9,2,21.0,13,61.9%,133,10.2,0,6,19,6.3,1.4,14.8,0.0
HHarpJa01,2011,Jamie Harper,TEN,22,,13,0,6.0,4,66.7%,32,8.0,0,1,21,5.3,0.3,2.5,1.0
HHarrAr00,2006,Arlen Harris,DET,26,,10,3,25.0,18,72.0%,132,7.3,0,4,20,5.3,1.8,13.2,0.0
HHarrAr00,2005,Arlen Harris,STL,25,,16,0,5.0,4,80.0%,34,8.5,0,1,17,6.8,0.3,2.1,0.0
HHarrAr00,2004,Arlen Harris,STL,24,,14,1,4.0,4,100.0%,44,11.0,0,3,21,11.0,0.3,3.1,1.0
HHarrAr00,2003,Arlen Harris,STL,23,,16,2,19.0,15,78.9%,102,6.8,0,5,26,5.4,0.9,6.4,3.0
HHarrAt00,2002,Atnaf Harris,HOU,23,,1,1,2.0,1,50.0%,8,8.0,0,0,8,4.0,1.0,8.0,0.0
HHarrDa06,2020,Damien Harris ,NWE,23,,8,8,4.0,3,75.0%,37,12.3,0,3,14,9.3,0.4,4.6,0.0
HHarrDe00,2001,Derrick Harris,SDG,29,,16,0,3.0,1,33.3%,7,7.0,0,0,7,2.3,0.1,0.4,0.0
HHarrDe00,1998,Derrick Harris,STL,26,FB,16,14,17.0,12,70.6%,57,4.8,2,4,8,3.4,0.8,3.6,1.0
HHarrDe03,2020,Demetrius Harris,CHI,29,,11,5,14.0,7,50.0%,45,6.4,0,2,9,3.2,0.6,4.1,0.0
HHarrDe03,2019,Demetrius Harris,CLE,28,TE/te,15,6,27.0,15,55.6%,149,9.9,3,10,23,5.5,1.0,9.9,0.0
HHarrDe03,2018,Demetrius Harris,KAN,27,,15,3,25.0,12,48.0%,164,13.7,3,9,35,6.6,0.8,10.9,0.0
HHarrDe03,2017,Demetrius Harris,KAN,26,te,16,7,35.0,18,51.4%,224,12.4,1,12,51,6.4,1.1,14.0,0.0
HHarrDe03,2016,Demetrius Harris,KAN,25,WR,16,11,31.0,17,54.8%,123,7.2,1,8,13,4.0,1.1,7.7,1.0
HHarrDe03,2015,Demetrius Harris,KAN,24,TE,16,9,11.0,7,63.6%,74,10.6,1,2,25,6.7,0.4,4.6,0.0
HHarrDe03,2014,Demetrius Harris,KAN,23,,8,3,5.0,3,60.0%,20,6.7,0,2,10,4.0,0.4,2.5,0.0
HHarrDe07,2020,Deonte Harris,NOR,23,,9,2,25.0,20,80.0%,186,9.3,1,10,40,7.4,2.2,20.7,3.0
HHarrDe07,2019,Deonte Harris,NOR,22,,14,1,6.0,6,100.0%,24,4.0,0,2,13,4.0,0.4,1.7,3.0
HHarrDe11,2020,De'Michael Harris,IND,22,,5,0,10.0,10,100.0%,79,7.9,0,3,21,7.9,2.0,15.8,0.0
HHarrDu01,2016,DuJuan Harris,SFO,28,,10,1,9.0,8,88.9%,115,14.4,1,4,47,12.8,0.8,11.5,2.0
HHarrDu01,2015,DuJuan Harris,2TM,27,,4,1,14.0,9,64.3%,97,10.8,0,0,31,6.9,2.3,24.3,1.0
HHarrDu01,2012,DuJuan Harris,GNB,24,,4,2,2.0,2,100.0%,17,8.5,0,1,11,8.5,0.5,4.3,0.0
HHarrDu01,2011,DuJuan Harris,JAX,23,,5,0,2.0,1,50.0%,4,4.0,0,0,4,2.0,0.2,0.8,0.0
HHarrDw00,2018,Dwayne Harris,OAK,31,,15,1,6.0,6,100.0%,40,6.7,0,1,13,6.7,0.4,2.7,2.0
HHarrDw00,2015,Dwayne Harris,NYG,28,wr,15,6,57.0,36,63.2%,396,11.0,4,20,38,6.9,2.4,26.4,3.0
HHarrDw00,2014,Dwayne Harris,DAL,27,,16,0,12.0,7,58.3%,116,16.6,0,2,56,9.7,0.4,7.3,4.0
HHarrDw00,2013,Dwayne Harris,DAL,26,,13,3,14.0,9,64.3%,80,8.9,2,5,24,5.7,0.7,6.2,2.0
HHarrDw00,2012,Dwayne Harris,DAL,25,,16,0,31.0,17,54.8%,222,13.1,1,9,36,7.2,1.1,13.9,1.0
HHarrGi00,2007,Gilbert Harris,KAN,23,,4,0,4.0,3,75.0%,38,12.7,0,1,19,9.5,0.8,9.5,1.0
HHarrJa00,2001,Jackie Harris,DAL,33,TE,13,12,25.0,15,60.0%,141,9.4,2,7,28,5.6,1.2,10.8,0.0
HHarrJa00,2000,Jackie Harris,DAL,32,te,16,7,56.0,39,69.6%,306,7.8,5,18,21,5.5,2.4,19.1,0.0
HHarrJa00,1999,Jackie Harris,TEN,31,,12,1,34.0,26,76.5%,297,11.4,1,10,62,8.7,2.2,24.8,0.0
HHarrJa00,1998,Jackie Harris,TEN,30,TE,16,16,55.0,43,78.2%,412,9.6,2,22,32,7.5,2.7,25.8,0.0
HHarrJe00,2011,Jerome Harrison,DET,28,,4,0,2.0,1,50.0%,3,3.0,0,0,3,1.5,0.3,0.8,0.0
HHarrJe00,2010,Jerome Harrison,2TM,27,,12,2,13.0,12,92.3%,85,7.1,0,0,23,6.5,1.0,7.1,2.0
HHarrJe00,2009,Jerome Harrison,CLE,26,rb,14,7,50.0,34,68.0%,220,6.5,2,12,18,4.4,2.4,15.7,2.0
