,playerid,year,playername,team,age,g,gs,attempts,yards,tds,longgain,yardsperatt,yardspergame,fumbles
0,AAbduAm00,2020,Ameer Abdullah,MIN,27,6,0,2,7,0,4,3.5,1.2,0
1,AAbduAm00,2019,Ameer Abdullah,MIN,26,16,0,23,115,0,15,5.0,7.2,1
2,AAbduAm00,2017,Ameer Abdullah,DET,24,14,11,165,552,4,34,3.3,39.4,2
3,AAbduAm00,2016,Ameer Abdullah,DET,23,2,2,18,101,0,24,5.6,50.5,0
4,AAbduAm00,2015,Ameer Abdullah,DET,22,16,9,143,597,2,36,4.2,37.3,5
5,AAbduKa00,1999,Karim Abdul-Jabbar,2TM,25,13,9,143,445,1,21,3.1,34.2,0
6,AAbduKa00,1998,Karim Abdul-Jabbar,MIA,24,15,15,270,960,6,45,3.6,64.0,2
7,AAbduKa00,1997,Karim Abdul-Jabbar,MIA,23,16,14,283,892,15,22,3.2,55.8,3
8,AAbduKa00,1996,Karim Abdul-Jabbar,MIA,22,16,14,307,1116,11,29,3.6,69.8,4
9,AAddaJo00,2011,Joseph Addai,IND,28,12,11,118,433,1,16,3.7,36.1,1
10,AAddaJo00,2009,Joseph Addai,IND,26,15,15,219,828,10,21,3.8,55.2,1
11,AAddaJo00,2008,Joseph Addai,IND,25,12,12,155,544,5,23,3.5,45.3,1
12,AAddaJo00,2007,Joseph Addai,IND,24,15,15,261,1072,12,23,4.1,71.5,0
13,AAddaJo00,2006,Joseph Addai,IND,23,16,0,226,1081,7,41,4.8,67.6,2
14,AAjayJa00,2019,Jay Ajayi,PHI,26,3,0,10,30,0,11,3.0,10.0,0
15,AAjayJa00,2018,Jay Ajayi,PHI,25,4,3,45,184,3,20,4.1,46.0,1
16,AAjayJa00,2017,Jay Ajayi,2TM,24,14,8,208,873,1,71,4.2,62.4,3
17,AAjayJa00,2016,Jay Ajayi,MIA,23,15,12,260,1272,8,62,4.9,84.8,4
18,AAjayJa00,2015,Jay Ajayi,MIA,22,9,0,49,187,1,24,3.8,20.8,0
19,AAlexSh00,2008,Shaun Alexander ,WAS,31,4,0,11,24,0,8,2.2,6.0,0
20,AAlexSh00,2007,Shaun Alexander ,SEA,30,13,10,207,716,4,25,3.5,55.1,2
21,AAlexSh00,2006,Shaun Alexander ,SEA,29,10,10,252,896,7,33,3.6,89.6,6
22,AAlexSh00,2005,Shaun Alexander ,SEA,28,16,16,370,1880,27,88,5.1,117.5,5
23,AAlexSh00,2004,Shaun Alexander ,SEA,27,16,16,353,1696,16,44,4.8,106.0,5
24,AAlexSh00,2003,Shaun Alexander ,SEA,26,16,15,326,1435,14,55,4.4,89.7,4
25,AAlexSh00,2002,Shaun Alexander ,SEA,25,16,16,295,1175,16,58,4.0,73.4,3
26,AAlexSh00,2001,Shaun Alexander ,SEA,24,16,12,309,1318,14,88,4.3,82.4,4
27,AAlexSh00,2000,Shaun Alexander ,SEA,23,16,1,64,313,2,50,4.9,19.6,2
28,AAlleJa00,2000,James Allen,CHI,25,16,15,290,1120,2,29,3.9,70.0,5
29,AAlleJa00,1999,James Allen,CHI,24,12,3,32,119,0,13,3.7,9.9,0
30,AAlleJa00,1998,James Allen,CHI,23,6,2,58,270,1,57,4.7,45.0,1
31,AAlleMa00,1997,Marcus Allen,KAN,37,16,0,124,505,11,30,4.1,31.6,4
32,AAlleMa00,1996,Marcus Allen,KAN,36,16,15,206,830,9,35,4.0,51.9,2
33,AAlleMa00,1995,Marcus Allen,KAN,35,16,15,207,890,5,38,4.3,55.6,2
34,AAlleTe00,2001,Terry Allen,BAL,33,11,8,168,658,3,26,3.9,59.8,1
35,AAlleTe00,2000,Terry Allen,NOR,32,4,3,46,179,2,18,3.9,44.8,0
36,AAlleTe00,1999,Terry Allen,NWE,31,16,13,254,896,8,39,3.5,56.0,8
37,AAlleTe00,1998,Terry Allen,WAS,30,10,10,148,700,2,45,4.7,70.0,4
38,AAlleTe00,1997,Terry Allen,WAS,29,10,10,210,724,4,34,3.4,72.4,2
39,AAlleTe00,1996,Terry Allen,WAS,28,16,16,347,1353,21,49,3.9,84.6,4
40,AAlleTe00,1995,Terry Allen,WAS,27,16,16,338,1309,10,28,3.9,81.8,6
41,AAndeC.00,2019,C.J. Anderson,DET,28,2,0,16,43,0,9,2.7,21.5,0
42,AAndeC.00,2018,C.J. Anderson,2TM,27,11,3,67,403,2,46,6.0,36.6,0
43,AAndeC.00,2017,C.J. Anderson,DEN,26,16,16,245,1007,3,40,4.1,62.9,1
44,AAndeC.00,2016,C.J. Anderson,DEN,25,7,7,110,437,4,28,4.0,62.4,0
45,AAndeC.00,2014,C.J. Anderson,DEN,23,15,7,179,849,8,27,4.7,56.6,1
46,AAndeC.00,2013,C.J. Anderson,DEN,22,5,0,7,38,0,11,5.4,7.6,0
47,AAndeJa00,2001,Jamal Anderson ,ATL,29,3,3,55,190,1,14,3.5,63.3,1
48,AAndeJa00,2000,Jamal Anderson ,ATL,28,16,16,282,1024,6,42,3.6,64.0,6
49,AAndeJa00,1999,Jamal Anderson ,ATL,27,2,2,19,59,0,20,3.1,29.5,0
